Year,Sample_ID_Host,Coral,Depth,Atoll,Site,d13C_Host,d15N_Host,C_ug_Host,C_wt-percent_Host,C_wt-percent-num_Host,N_ug_Host,N_wt-percent_Host,N_wt-percent-num_Host,dry-weight_mg_Host,dry-weight_ug_Host,CN_molar-ratio_Host,Sample_ID_Sym,d13C_Sym,d15N_Sym,C_ug_Sym,C_wt-percent_Sym,C_wt-percent-num_Sym,N_ug_Sym,N_wt-percent_Sym,N_wt-percent-num_Sym,dry-weight_mg_Sym,dry-weight_ug_Sym,CN_molar-ratio_Sym,d13C_host-sym,d15N_host-sym
2015,HM254,Pachyseris,Deep,Meemu,Veyvah,-14.0,5.2,388.8,0.106,10.6,74.4,0.02,2,3.667,3667,6.1,ZM254,-12.3,5.9,329.2,0.162,16.2,39.1,0.019,1.9,2.03,2030,9.8,-1.7,-0.7
2015,HM255,Pachyseris,Deep,Meemu,Veyvah,-15.4,4.8,297.9,0.082,8.2,53.7,0.015,1.5,3.641,3641,6.5,ZM255,-15.1,5.7,341.6,0.166,16.6,44.3,0.022,2.2,2.056,2056,9,-0.3,-0.9
2015,HM256,Pachyseris,Deep,Meemu,Veyvah,-15.6,5.4,430.4,0.116,11.6,83.7,0.023,2.3,3.715,3715,6,ZM256,-14.2,5.7,469.3,0.233,23.3,53.3,0.026,2.6,2.014,2014,10.3,-1.4,-0.3
2015,HM261,Galaxea,Deep,Meemu,Veyvah,-17.5,5.4,406.5,0.111,11.1,82.8,0.023,2.3,3.672,3672,5.7,ZM261,-16.6,4.9,396.1,0.191,19.1,60.4,0.029,2.9,2.069,2069,7.7,-0.9,0.5
2015,HM262,Galaxea,Deep,Meemu,Veyvah,-18.4,5.7,445.9,0.122,12.2,80.6,0.022,2.2,3.655,3655,6.5,ZM262,-18.0,5.7,446.8,0.219,21.9,70.7,0.035,3.5,2.041,2041,7.4,-0.4,0.0
2015,HM263,Galaxea,Deep,Meemu,Veyvah,-18.5,5.1,235.6,0.065,6.5,42.2,0.012,1.2,3.639,3639,6.5,ZM263,-17.8,5.1,378.1,0.184,18.4,47.7,0.023,2.3,2.057,2057,9.2,-0.7,0.0
2015,HM265,Pocillopora,Deep,Meemu,Veyvah,-18.0,4.8,261,0.072,7.2,55,0.015,1.5,3.641,3641,5.5,ZM265,-17.3,5.8,468.2,0.225,22.5,75.2,0.036,3.6,2.08,2080,7.3,-0.7,-1.0
2015,HM266,Pocillopora,Deep,Meemu,Veyvah,-18.1,5.5,353.3,0.098,9.8,64.7,0.018,1.8,3.61,3610,6.4,ZM266,-17.2,5.1,745.2,0.35,35,122.5,0.058,5.8,2.128,2128,7.1,-0.9,0.4
2015,HM268,Pocillopora,Deep,Meemu,Veyvah,-18.6,5.6,381.5,0.106,10.6,73.2,0.02,2,3.599,3599,6.1,ZM268,-17.6,5.5,709.4,0.352,35.2,127.9,0.063,6.3,2.018,2018,6.5,-1.0,0.1
2015,HM273,Galaxea,Shallow,Meemu,Veyvah,-16.7,5.4,354.5,0.098,9.8,63.9,0.018,1.8,3.616,3616,6.5,ZM273,-16.6,3.4,524.6,0.261,26.1,74.3,0.037,3.7,2.012,2012,8.2,-0.1,2.0
2015,HM275,Galaxea,Shallow,Meemu,Veyvah,-14.7,5.7,520.1,0.143,14.3,98,0.027,2.7,3.643,3643,6.2,ZM275,-14.4,4.3,344,0.163,16.3,49,0.023,2.3,2.115,2115,8.2,-0.3,1.4
2015,HM279,Pocillopora,Shallow,Meemu,Veyvah,-18.6,5.9,461.2,0.126,12.6,104.5,0.029,2.9,3.661,3661,5.2,ZM279,-17.5,5.4,629.1,0.312,31.2,115.8,0.057,5.7,2.019,2019,6.3,-1.1,0.5
2015,HM282,Pocillopora,Shallow,Meemu,Veyvah,-16.8,5.4,309,0.085,8.5,67.7,0.019,1.9,3.624,3624,5.3,ZM282,-15.0,5.7,706.3,0.349,34.9,103,0.051,5.1,2.023,2023,8,-1.8,-0.3
2015,HM284,Pocillopora,Shallow,Meemu,Veyvah,-18.5,5.4,333.9,0.091,9.1,70.8,0.019,1.9,3.65,3650,5.5,ZM284,-17.4,5.6,282.9,0.139,13.9,49.1,0.024,2.4,2.037,2037,6.7,-1.1,-0.2
2015,HM289,Pocillopora,Deep,Vaavu,Kandimma Falhu,-17.7,5.4,381.4,0.103,10.3,75.1,0.02,2,3.708,3708,5.9,ZM289,-16.4,4.5,609.2,0.302,30.2,106.1,0.053,5.3,2.019,2019,6.7,-1.3,0.9
2015,HM290,Pocillopora,Deep,Vaavu,Kandimma Falhu,-19.2,5.6,205,0.056,5.6,41.8,0.011,1.1,3.643,3643,5.7,ZM290,-18.7,4.5,746.2,0.368,36.8,119.2,0.059,5.9,2.027,2027,7.3,-0.5,1.1
2015,HM291,Pocillopora,Deep,Vaavu,Kandimma Falhu,-17.7,5.6,223.3,0.061,6.1,45.2,0.012,1.2,3.684,3684,5.8,ZM291,-17.1,5.4,669.7,0.335,33.5,128.2,0.064,6.4,2,2000,6.1,-0.6,0.2
2015,HM293,Pachyseris,Deep,Vaavu,Kandimma Falhu,-15.8,5.9,369.9,0.101,10.1,68.9,0.019,1.9,3.661,3661,6.3,ZM293,-15.8,6.1,534.5,0.249,24.9,77.1,0.036,3.6,2.144,2144,8.1,0.0,-0.2
2015,HM294,Pachyseris,Deep,Vaavu,Kandimma Falhu,-14.2,5.8,362.8,0.1,10,69.8,0.019,1.9,3.645,3645,6.1,ZM294,-13.9,6.5,410.7,0.194,19.4,56.2,0.027,2.7,2.115,2115,8.5,-0.3,-0.7
2015,HM295,Pachyseris,Deep,Vaavu,Kandimma Falhu,-15.4,5.8,387.6,0.107,10.7,72.4,0.02,2,3.631,3631,6.2,ZM295,-14.9,5.6,254.5,0.124,12.4,29.6,0.014,1.4,2.053,2053,10,-0.5,0.2
2015,HM302,Galaxea,Deep,Vaavu,Kandimma Falhu,-18.3,5.8,390,0.108,10.8,69.5,0.019,1.9,3.626,3626,6.5,ZM302,-18.0,6.0,620.8,0.31,31,95.9,0.048,4.8,2.005,2005,7.6,-0.3,-0.2
2015,HM303,Galaxea,Deep,Vaavu,Kandimma Falhu,-17.6,6.2,309.7,0.085,8.5,60.9,0.017,1.7,3.649,3649,5.9,ZM303,-17.5,5.7,780.1,0.386,38.6,114.3,0.057,5.7,2.021,2021,8,-0.1,0.5
2015,HM305,Galaxea,Shallow,Vaavu,Kandimma Falhu,-14.2,6.0,614.7,0.169,16.9,111.1,0.031,3.1,3.631,3631,6.5,ZM305,-13.1,5.1,379.4,0.184,18.4,59.6,0.029,2.9,2.057,2057,7.4,-1.1,0.9
2015,HM307,Galaxea,Shallow,Vaavu,Kandimma Falhu,-17.1,6.2,514.4,0.139,13.9,98.6,0.027,2.7,3.692,3692,6.1,ZM307,-16.7,4.7,469.4,0.227,22.7,69.6,0.034,3.4,2.068,2068,7.9,-0.4,1.5
2015,HM309,Galaxea,Shallow,Vaavu,Kandimma Falhu,-14.3,6.0,427.6,0.117,11.7,79.7,0.022,2.2,3.644,3644,6.3,ZM309,-13.5,4.2,259.5,0.123,12.3,34.7,0.016,1.6,2.104,2104,8.7,-0.8,1.8
2015,HM312,Pocillopora,Shallow,Vaavu,Kandimma Falhu,-17.4,6.0,504.2,0.138,13.8,91.7,0.025,2.5,3.654,3654,6.4,ZM312,-16.7,5.7,624.7,0.311,31.1,117.2,0.058,5.8,2.009,2009,6.2,-0.7,0.3
2015,HM314,Pocillopora,Shallow,Vaavu,Kandimma Falhu,-18.3,5.9,326.8,0.09,9,69.5,0.019,1.9,3.642,3642,5.5,ZM314,-17.8,4.6,391.2,0.185,18.5,66.1,0.031,3.1,2.119,2119,6.9,-0.5,1.3
2015,HM317,Pocillopora,Shallow,Vaavu,Kandimma Falhu,-18.3,5.7,388.6,0.108,10.8,72.4,0.02,2,3.603,3603,6.3,ZM317,,6.0,609.6,0.297,29.7,130.9,0.064,6.4,2.052,2052,5.4,,-0.3
2015,HM319,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-14.5,5.9,416,0.111,11.1,80.4,0.022,2.2,3.733,3733,6,ZM319,-12.5,5.9,381.5,0.188,18.8,47.5,0.023,2.3,2.034,2034,9.4,-2.0,0.0
2015,HM322,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-13.7,5.9,471.9,0.131,13.1,85,0.024,2.4,3.613,3613,6.5,ZM322,-12.0,5.2,242.4,0.116,11.6,31.7,0.015,1.5,2.092,2092,8.9,-1.7,0.7
2015,HM324,Pachyseris,Shallow,Vaavu,Kandimma Falhu,-13.0,5.2,295.4,0.082,8.2,60.8,0.017,1.7,3.606,3606,5.7,ZM324,-11.2,5.7,314.3,0.153,15.3,41.1,0.02,2,2.059,2059,8.9,-1.8,-0.5
2015,HM326,Pachyseris,Deep,Vaavu,Medhu Faru,-13.1,5.6,295.6,0.081,8.1,51,0.014,1.4,3.629,3629,6.8,ZM326,-13.0,5.8,515,0.243,24.3,61.9,0.029,2.9,2.119,2119,9.7,-0.1,-0.2
2015,HM332,Pachyseris,Deep,Vaavu,Medhu Faru,-15.5,5.4,229.2,0.064,6.4,42.9,0.012,1.2,3.602,3602,6.2,ZM332,-15.8,6.1,630.6,0.316,31.6,75.6,0.038,3.8,1.995,1995,9.7,0.3,-0.7
2015,HM333,Pachyseris,Deep,Vaavu,Medhu Faru,-14.2,5.7,266.6,0.073,7.3,49.6,0.014,1.4,3.654,3654,6.3,ZM333,-13.4,6.1,178.5,0.084,8.4,23.7,0.011,1.1,2.122,2122,8.8,-0.8,-0.4
2015,HM336,Pocillopora,Deep,Vaavu,Medhu Faru,-17.5,5.7,401.7,0.109,10.9,79.7,0.022,2.2,3.671,3671,5.9,ZM336,-16.2,5.5,566.5,0.281,28.1,93.6,0.046,4.6,2.013,2013,7.1,-1.3,0.2
2015,HM337,Pocillopora,Deep,Vaavu,Medhu Faru,-16.8,5.7,336.4,0.09,9,69,0.019,1.9,3.718,3718,5.7,ZM337,-16.1,5.1,791.9,0.386,38.6,120.5,0.059,5.9,2.052,2052,7.7,-0.7,0.6
2015,HM342,Pocillopora,Deep,Vaavu,Medhu Faru,-18.3,5.6,427.9,0.118,11.8,83.7,0.023,2.3,3.642,3642,6,ZM342,-17.2,4.9,446.2,0.222,22.2,80.2,0.04,4,2.014,2014,6.5,-1.1,0.7
2015,HM344,Galaxea,Deep,Vaavu,Medhu Faru,-18.5,5.5,255.5,0.07,7,50.7,0.014,1.4,3.648,3648,5.9,ZM344,-18.7,5.3,440.4,0.213,21.3,54.4,0.026,2.6,2.071,2071,9.4,0.2,0.2
2015,HM348,Galaxea,Deep,Vaavu,Medhu Faru,-17.5,5.3,262.3,0.072,7.2,44.4,0.012,1.2,3.622,3622,6.9,ZM348,-16.8,5.9,307.2,0.149,14.9,40.9,0.02,2,2.065,2065,8.8,-0.7,-0.6
2015,HM349,Galaxea,Deep,Vaavu,Medhu Faru,-17.6,5.1,206.4,0.057,5.7,40.1,0.011,1.1,3.619,3619,6,ZM349,-17.2,5.0,325.7,0.159,15.9,57.4,0.028,2.8,2.052,2052,6.6,-0.4,0.1
2015,HM350,Pocillopora,Shallow,Vaavu,Medhu Faru,-16.9,5.9,430.3,0.117,11.7,80.4,0.022,2.2,3.683,3683,6.2,ZM350,-15.7,5.0,432.9,0.214,21.4,74.3,0.037,3.7,2.025,2025,6.8,-1.2,0.9
2015,HM354,Pocillopora,Shallow,Vaavu,Medhu Faru,-17.9,5.8,477,0.13,13,100.4,0.027,2.7,3.683,3683,5.5,ZM354,-17.2,5.1,579.1,0.283,28.3,99.9,0.049,4.9,2.049,2049,6.8,-0.7,0.7
2015,HM358,Pocillopora,Shallow,Vaavu,Medhu Faru,-18.0,6.1,476.8,0.129,12.9,101.2,0.027,2.7,3.687,3687,5.5,ZM358,-16.7,5.4,384.9,0.187,18.7,69.6,0.034,3.4,2.061,2061,6.5,-1.3,0.7
2015,HM360,Pachyseris,Shallow,Vaavu,Medhu Faru,-15.4,5.2,360.4,0.099,9.9,69.7,0.019,1.9,3.64,3640,6,ZM360,-15.4,4.9,573.2,0.281,28.1,84.6,0.041,4.1,2.043,2043,7.9,0.0,0.3
2015,HM363,Pachyseris,Shallow,Vaavu,Medhu Faru,-16.9,4.9,205.6,0.057,5.7,37.3,0.01,1,3.607,3607,6.4,ZM363,-16.3,5.0,454.9,0.223,22.3,50.6,0.025,2.5,2.041,2041,10.5,-0.6,-0.1
2015,HM364,Pachyseris,Shallow,Vaavu,Medhu Faru,-17.5,4.7,289.6,0.079,7.9,60.3,0.016,1.6,3.684,3684,5.6,ZM364,-18.1,4.7,395.3,0.193,19.3,40.1,0.02,2,2.045,2045,11.5,0.6,0.0
2015,HM366,Galaxea,Shallow,Vaavu,Medhu Faru,-15.3,5.5,439.9,0.119,11.9,83.6,0.023,2.3,3.694,3694,6.1,ZM366,-13.4,3.8,415.4,0.203,20.3,63.9,0.031,3.1,2.042,2042,7.6,-1.9,1.7
2015,HM370,Galaxea,Shallow,Vaavu,Medhu Faru,-15.4,6.4,438.7,0.118,11.8,93.4,0.025,2.5,3.718,3718,5.5,ZM370,-14.9,4.1,625.2,0.311,31.1,106.3,0.053,5.3,2.009,2009,6.9,-0.5,2.3
2015,HM373,Galaxea,Shallow,Vaavu,Medhu Faru,-14.8,5.3,456.7,0.125,12.5,86.5,0.024,2.4,3.665,3665,6.2,ZM373,-14.1,4.5,545,0.262,26.2,63.6,0.031,3.1,2.079,2079,10,-0.7,0.8
2015,HM378,Galaxea,Shallow,Vaavu,Medhu Faru,-16.2,6.0,380.1,0.105,10.5,73.4,0.02,2,3.615,3615,6,ZM378,-15.2,4.6,418.2,0.201,20.1,59.2,0.028,2.8,2.084,2084,8.2,-1.0,1.4
2015,HM385,Pachyseris,Shallow,South Male,Maafushi S. Male,-14.8,5.1,372.9,0.103,10.3,66.3,0.018,1.8,3.608,3608,6.6,ZM385,-14.4,5.6,293.3,0.135,13.5,38.4,0.018,1.8,2.175,2175,8.9,-0.4,-0.5
2015,HM386,Pachyseris,Shallow,South Male,Maafushi S. Male,-14.7,5.3,442.2,0.121,12.1,74.1,0.02,2,3.66,3660,7,ZM386,-14.3,5.8,614.4,0.295,29.5,85.8,0.041,4.1,2.08,2080,8.4,-0.4,-0.5
2015,HM388,Pachyseris,Shallow,South Male,Maafushi S. Male,-15.5,5.4,407.7,0.112,11.2,76.5,0.021,2.1,3.632,3632,6.2,ZM388,-14.2,5.2,371,0.177,17.7,48.4,0.023,2.3,2.098,2098,8.9,-1.3,0.2
2015,HM391,Pocillopora,Deep,South Male,Fushidiggaru Falhu,-18.7,5.1,487.7,0.133,13.3,94,0.026,2.6,3.677,3677,6.1,ZM391,-17.5,5.0,677.1,0.33,33,111.2,0.054,5.4,2.051,2051,7.1,-1.2,0.1
2015,HM394,Pocillopora,Deep,South Male,Fushidiggaru Falhu,-17.4,5.3,279.4,0.077,7.7,50.4,0.014,1.4,3.632,3632,6.5,ZM394,-17.0,3.7,575.1,0.282,28.2,89,0.044,4.4,2.038,2038,7.5,-0.4,1.6
2015,HM395,Pocillopora,Deep,South Male,Fushidiggaru Falhu,-17.2,5.9,285.3,0.078,7.8,48.7,0.013,1.3,3.654,3654,6.8,ZM395,-16.9,5.1,815.7,0.404,40.4,125.5,0.062,6.2,2.018,2018,7.6,-0.3,0.8
2015,HM396,Galaxea,Deep,South Male,Fushidiggaru Falhu,-16.7,5.0,396.8,0.107,10.7,67.9,0.018,1.8,3.696,3696,6.8,ZM396,-16.3,4.3,414.6,0.2,20,57.5,0.028,2.8,2.071,2071,8.4,-0.4,0.7
2015,HM398,Galaxea,Deep,South Male,Fushidiggaru Falhu,-17.8,5.1,245.8,0.068,6.8,50.6,0.014,1.4,3.627,3627,5.7,ZM398,-17.4,4.1,473.8,0.226,22.6,78.9,0.038,3.8,2.099,2099,7,-0.4,1.0
2015,HM400,Galaxea,Deep,South Male,Fushidiggaru Falhu,-15.9,5.3,352.6,0.096,9.6,61,0.017,1.7,3.666,3666,6.7,ZM400,-15.0,5.1,380.2,0.188,18.8,50.2,0.025,2.5,2.026,2026,8.8,-0.9,0.2
2017,HM403,Pachyseris,Deep,North Ari,Mathiveri,-15.1,5.6,529.7,0.145,14.5,92.3,0.025,2.5,3.642,3642,6.7,ZM403,-13.3,5.1,368.5,0.179,17.9,46,0.022,2.2,2.061,2061,9.3,-1.8,0.5
2017,HM404,Pachyseris,Deep,North Ari,Mathiveri,-13.9,6.6,250.7,0.069,6.9,46.4,0.013,1.3,3.648,3648,6.3,ZM404,-14.3,3.7,215.3,0.11,11,36.7,0.019,1.9,1.951,1951,6.8,0.4,2.9
2017,HM405,Pachyseris,Deep,North Ari,Mathiveri,-14.9,6.6,158,0.043,4.3,30.5,0.008,0.8,3.681,3681,6.1,ZM405,-10.9,2.3,285.1,0.142,14.2,40.8,0.02,2,2.014,2014,8.2,-4.0,4.3
2017,HM411,Galaxea,Shallow,North Ari,Mathiveri,-16.3,6.5,579.4,0.16,16,115.3,0.032,3.2,3.623,3623,5.9,ZM411,-16.1,4.0,574.5,0.273,27.3,86.9,0.041,4.1,2.102,2102,7.7,-0.2,2.5
2017,HM412,Pocillopora,Shallow,North Ari,Mathiveri,-17.0,5.7,364.3,0.099,9.9,85.2,0.023,2.3,3.697,3697,5,ZM412,-16.1,6.0,593.7,0.289,28.9,93.7,0.046,4.6,2.057,2057,7.4,-0.9,-0.3
2017,HM415,Galaxea,Shallow,North Ari,Mathiveri,-16.1,5.7,764.4,0.207,20.7,139.4,0.038,3.8,3.692,3692,6.4,ZM415,-15.9,4.3,607.3,0.294,29.4,93.9,0.045,4.5,2.064,2064,7.5,-0.2,1.4
2017,HM418,Pocillopora,Shallow,North Ari,Mathiveri,-18.8,6.4,431.4,0.119,11.9,93.7,0.026,2.6,3.616,3616,5.4,ZM418,-18.1,4.8,741.4,0.365,36.5,107.9,0.053,5.3,2.034,2034,8,-0.7,1.6
2017,HM420,Pocillopora,Shallow,North Ari,Mathiveri,-18.2,6.6,373.9,0.102,10.2,79.7,0.022,2.2,3.679,3679,5.5,ZM420,-18.2,4.2,457.9,0.226,22.6,71.8,0.035,3.5,2.024,2024,7.4,0.0,2.4
2017,HM421,Galaxea,Shallow,North Ari,Mathiveri,-16.8,6.1,494.1,0.134,13.4,101.4,0.028,2.8,3.684,3684,5.7,ZM421,-16.4,4.4,585.8,0.28,28,80.6,0.039,3.9,2.093,2093,8.5,-0.4,1.7
2017,HM422,Pachyseris,Deep,North Ari,Dinoluga,-14.9,5.1,220.9,0.061,6.1,40.5,0.011,1.1,3.644,3644,6.4,ZM422,-12.3,4.0,214.6,0.096,9.6,23.9,0.011,1.1,2.233,2233,10.5,-2.6,1.1
2017,HM423,Pachyseris,Deep,North Ari,Dinoluga,-16.3,5.7,330.1,0.09,9,58.1,0.016,1.6,3.684,3684,6.6,ZM423,-16.6,5.1,328.3,0.157,15.7,49.5,0.024,2.4,2.09,2090,7.7,0.3,0.6
2017,HM424,Pachyseris,Deep,North Ari,Dinoluga,-17.8,5.3,480.6,0.131,13.1,66.7,0.018,1.8,3.676,3676,8.4,ZM424,-13.1,4.1,196.3,0.093,9.3,17.7,0.008,0.8,2.118,2118,12.9,-4.7,1.2
2017,HM425,Pocillopora,Deep,North Ari,Dinoluga,-17.8,5.1,328.3,0.089,8.9,75.9,0.021,2.1,3.678,3678,5,ZM425,-17.9,2.3,528,0.252,25.2,78.1,0.037,3.7,2.099,2099,7.9,0.1,2.8
2017,HM427,Galaxea,Deep,North Ari,Dinoluga,-17.6,5.3,137.6,0.038,3.8,36,0.01,1,3.66,3660,4.5,ZM427,-17.2,4.1,342.6,0.17,17,48.6,0.024,2.4,2.015,2015,8.2,-0.4,1.2
2017,HM428,Pocillopora,Deep,North Ari,Dinoluga,-18.8,5.8,223.4,0.062,6.2,52.9,0.015,1.5,3.627,3627,4.9,ZM428,-18.7,3.3,643.4,0.319,31.9,96,0.048,4.8,2.019,2019,7.8,-0.1,2.5
2017,HM432,Galaxea,Deep,North Ari,Dinoluga,-18.5,5.4,154.5,0.042,4.2,38.9,0.011,1.1,3.682,3682,4.6,ZM432,-18.3,3.4,627.5,0.305,30.5,99.5,0.048,4.8,2.057,2057,7.4,-0.2,2.0
2017,HM433,Galaxea,Deep,North Ari,Dinoluga,,5.1,99.4,0.049,4.9,23.2,0.011,1.1,2.024,2024,5,ZM433,-20.3,4.2,912.2,0.439,43.9,122.6,0.059,5.9,2.076,2076,8.7,,0.9
2017,HM436,Galaxea,Deep,North Ari,Dinoluga,-17.8,6.8,122.1,0.034,3.4,28.3,0.008,0.8,3.628,3628,5,ZM436,-17.8,5.1,574.9,0.276,27.6,89.9,0.043,4.3,2.081,2081,7.5,0.0,1.7
2017,HM442,Pocillopora,Deep,North Ari,Dinoluga,-18.7,4.6,170,0.047,4.7,42.5,0.012,1.2,3.639,3639,4.7,ZM442,-18.1,4.2,774,0.382,38.2,122.7,0.061,6.1,2.024,2024,7.4,-0.6,0.4
2017,HM443,Galaxea,Deep,North Ari,Dinoluga,-17.9,5.7,204,0.056,5.6,48.1,0.013,1.3,3.612,3612,5,ZM443,-14.1,4.2,254.4,0.125,12.5,29.9,0.015,1.5,2.035,2035,9.9,-3.8,1.5
2017,HM447,Pocillopora,Deep,North Ari,Dinoluga,-17.7,5.2,128,0.036,3.6,30.9,0.009,0.9,3.588,3588,4.8,ZM447,-17.2,4.1,955.7,0.442,44.2,138.4,0.064,6.4,2.164,2164,8.1,-0.5,1.1
2017,HM448,Galaxea,Deep,North Ari,Dinoluga,-17.2,5.9,266.1,0.072,7.2,55.8,0.015,1.5,3.673,3673,5.6,ZM448,-17.4,4.2,221.4,0.112,11.2,34.5,0.017,1.7,1.975,1975,7.5,0.2,1.7
2017,HM452,Galaxea,Shallow,North Ari,Dinoluga,-19.0,5.6,199.5,0.054,5.4,44.5,0.012,1.2,3.693,3693,5.2,ZM452,-18.8,4.6,382.4,0.189,18.9,55.8,0.028,2.8,2.021,2021,8,-0.2,1.0
2017,HM453,Pocillopora,Shallow,North Ari,Dinoluga,-17.1,5.4,241.2,0.065,6.5,56.2,0.015,1.5,3.684,3684,5,ZM453,-16.1,5.5,391.7,0.184,18.4,64.1,0.03,3,2.129,2129,7.1,-1.0,-0.1
2017,HM456,Galaxea,Shallow,North Ari,Dinoluga,-17.7,5.7,377.6,0.102,10.2,69.3,0.019,1.9,3.693,3693,6.4,ZM456,-15.5,3.7,239.8,0.109,10.9,34.8,0.016,1.6,2.194,2194,8,-2.2,2.0
2017,HM458,Pocillopora,Shallow,North Ari,Dinoluga,-17.1,5.9,385.2,0.104,10.4,78.2,0.021,2.1,3.689,3689,5.7,ZM458,-16.0,5.6,334.2,0.156,15.6,53.5,0.025,2.5,2.147,2147,7.3,-1.1,0.3
2017,HM463,Pocillopora,Shallow,North Ari,Dinoluga,-16.3,5.5,168.7,0.047,4.7,39,0.011,1.1,3.606,3606,5.1,ZM463,-15.6,5.2,334.9,0.166,16.6,57.3,0.028,2.8,2.018,2018,6.8,-0.7,0.3
2017,HM464,Galaxea,Shallow,North Ari,Dinoluga,-17.0,4.8,106.6,0.029,2.9,25.3,0.007,0.7,3.668,3668,4.9,ZM464,-14.4,4.0,262.7,0.133,13.3,33.7,0.017,1.7,1.972,1972,9.1,-2.6,0.8
2017,HM468,Pachyseris,Deep,South Ari,Dhiggaru Falhu,-16.1,5.4,143.2,0.039,3.9,28.5,0.008,0.8,3.676,3676,5.9,ZM468,-10.7,6.4,379.1,0.179,17.9,25.6,0.012,1.2,2.112,2112,17.3,-5.4,-1.0
2017,HM470,Pachyseris,Deep,South Ari,Dhiggaru Falhu,,,83.3,0.023,2.3,18.4,0.005,0.5,3.665,3665,5.3,ZM470,-10.7,5.8,169.9,0.082,8.2,14.3,0.007,0.7,2.08,2080,13.9,,
2017,HM472,Pachyseris,Deep,South Ari,Dhiggaru Falhu,-15.5,5.4,115.5,0.032,3.2,25,0.007,0.7,3.632,3632,5.4,ZM472,-13.3,5.4,311.7,0.144,14.4,30.4,0.014,1.4,2.171,2171,12,-2.2,0.0
2017,HM474,Pocillopora,Deep,South Ari,Dhiggaru Falhu,-19.3,5.9,225.2,0.061,6.1,53.4,0.014,1.4,3.702,3702,4.9,ZM474,-18.4,4.8,453.6,0.215,21.5,77.6,0.037,3.7,2.105,2105,6.8,-0.9,1.1
2017,HM475,Pocillopora,Deep,South Ari,Dhiggaru Falhu,-19.6,5.6,213.8,0.059,5.9,51.9,0.014,1.4,3.622,3622,4.8,ZM475,-18.9,4.5,474.2,0.225,22.5,70.2,0.033,3.3,2.111,2111,7.9,-0.7,1.1
2017,HM476,Galaxea,Deep,South Ari,Dhiggaru Falhu,-18.3,5.4,105,0.029,2.9,25.2,0.007,0.7,3.625,3625,4.9,ZM476,-18.0,5.2,486.2,0.221,22.1,65.5,0.03,3,2.203,2203,8.7,-0.3,0.2
2017,HM478,Galaxea,Deep,South Ari,Dhiggaru Falhu,-17.7,5.7,136.5,0.037,3.7,30.4,0.008,0.8,3.693,3693,5.2,ZM478,-14.3,4.8,246.6,0.117,11.7,31.1,0.015,1.5,2.102,2102,9.3,-3.4,0.9
2017,HM480,Pocillopora,Deep,South Ari,Dhiggaru Falhu,-18.3,6.3,209.5,0.058,5.8,47.9,0.013,1.3,3.643,3643,5.1,ZM480,-17.2,3.4,744.9,0.353,35.3,104.5,0.05,5,2.108,2108,8.3,-1.1,2.9
2017,HM485,Galaxea,Deep,South Ari,Dhiggaru Falhu,-17.9,5.2,190.2,0.052,5.2,44.1,0.012,1.2,3.65,3650,5,ZM485,-17.0,5.6,751.9,0.363,36.3,114.8,0.055,5.5,2.072,2072,7.6,-0.9,-0.4
2017,HM487,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-14.9,5.3,145.1,0.039,3.9,28,0.008,0.8,3.677,3677,6.1,ZM487,-12.2,5.8,350.4,0.167,16.7,27.5,0.013,1.3,2.101,2101,14.9,-2.7,-0.5
2017,HM489,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-17.2,6.2,258.1,0.07,7,46.8,0.013,1.3,3.671,3671,6.4,ZM489,-17.5,6.2,661.8,0.315,31.5,72.8,0.035,3.5,2.098,2098,10.6,0.3,0.0
