Year,Sample_ID_Host,Coral,Depth,Atoll,Site,d13C_Host,d15N_Host,C_ug_Host,C_wt-percent_Host,C_wt-percent-num_Host,N_ug_Host,N_wt-percent_Host,N_wt-percent-num_Host,dry-weight_mg_Host,dry-weight_ug_Host,CN_molar-ratio_Host,Sample_ID_Sym,d13C_Sym,d15N_Sym,C_ug_Sym,C_wt-percent_Sym,C_wt-percent-num_Sym,N_ug_Sym,N_wt-percent_Sym,N_wt-percent-num_Sym,dry-weight_mg_Sym,dry-weight_ug_Sym,CN_molar-ratio_Sym,d13C_host-sym,d15N_host-sym
2017,HM490,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,,,50.3,0.014,1.4,12.8,0.004,0.4,3.589,3589,4.6,ZM490,-10.8,5.9,228.9,0.099,9.9,14.9,0.006,0.6,2.308,2308,17.9,,
2017,HM492,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-14.8,5.8,159.7,0.044,4.4,34.6,0.009,0.9,3.655,3655,5.4,ZM492,-14.5,6.4,374.4,0.175,17.5,33.8,0.016,1.6,2.138,2138,12.9,-0.3,-0.6
2017,HM494,Pocillopora,Shallow,South Ari,Dhiggaru Falhu,-17.9,6.5,364.2,0.101,10.1,83.6,0.023,2.3,3.616,3616,5.1,ZM494,-17.2,5.5,949.1,0.461,46.1,106.1,0.051,5.1,2.061,2061,10.4,-0.7,1.0
2017,HM499,Pocillopora,Shallow,South Ari,Dhiggaru Falhu,-18.7,5.8,181.9,0.049,4.9,42.9,0.012,1.2,3.68,3680,5,ZM499,-17.4,5.5,853.5,0.423,42.3,114.4,0.057,5.7,2.016,2016,8.7,-1.3,0.3
2017,HM501,Galaxea,Deep,North Male,Reethi Rah,-17.9,5.3,141.8,0.038,3.8,29.2,0.008,0.8,3.688,3688,5.7,ZM501,-11.7,5.1,245.4,0.122,12.2,23,0.011,1.1,2.017,2017,12.4,-6.2,0.2
2017,HM502,Galaxea,Deep,North Male,Reethi Rah,,,69.2,0.019,1.9,13.8,0.004,0.4,3.661,3661,5.9,ZM502,-18.5,5.1,500.4,0.235,23.5,55,0.026,2.6,2.128,2128,10.6,,
2017,HM504,Pachyseris,Deep,North Male,Reethi Rah,,,91.7,0.025,2.5,19.2,0.005,0.5,3.688,3688,5.6,ZM504,-10.5,5.4,435.3,0.201,20.1,37.1,0.017,1.7,2.17,2170,13.7,,
2017,HM507,Pachyseris,Deep,North Male,Reethi Rah,-14.0,5.0,146.3,0.04,4,31.4,0.008,0.8,3.696,3696,5.4,ZM507,-13.4,4.9,223.7,0.109,10.9,27.7,0.013,1.3,2.053,2053,9.4,-0.6,0.1
2017,HM509,Pachyseris,Deep,North Male,Reethi Rah,-16.6,5.3,150.1,0.041,4.1,30.4,0.008,0.8,3.631,3631,5.8,ZM509,-17.0,5.1,591.2,0.293,29.3,74,0.037,3.7,2.015,2015,9.3,0.4,0.2
2017,HM514,Pachyseris,Shallow,North Male,Reethi Rah,-16.3,4.6,149.1,0.041,4.1,36.3,0.01,1,3.639,3639,4.8,ZM514,-16.4,4.7,309.1,0.15,15,34,0.017,1.7,2.059,2059,10.6,0.1,-0.1
2017,HM516,Galaxea,Shallow,North Male,Reethi Rah,-16.1,5.8,299.9,0.082,8.2,61.8,0.017,1.7,3.676,3676,5.7,ZM516,-16.1,4.4,606.2,0.289,28.9,74,0.035,3.5,2.098,2098,9.6,0.0,1.4
2017,HM517,Galaxea,Shallow,North Male,Reethi Rah,-16.8,5.3,147.9,0.04,4,34,0.009,0.9,3.683,3683,5.1,ZM517,-13.5,4.2,320,0.154,15.4,28.7,0.014,1.4,2.076,2076,13,-3.3,1.1
2017,HM518,Galaxea,Shallow,North Male,Reethi Rah,-16.9,5.7,328.4,0.09,9,64.4,0.018,1.8,3.644,3644,6,ZM518,-13.1,5.0,181.5,0.089,8.9,20.8,0.01,1,2.033,2033,10.2,-3.8,0.7
2017,HM519,Pocillopora,Shallow,South Ari,Dhiggaru Falhu,-17.9,6.3,227.4,0.062,6.2,50.9,0.014,1.4,3.688,3688,5.2,ZM519,-16.1,5.2,556.9,0.279,27.9,72.8,0.036,3.6,1.997,1997,8.9,-1.8,1.1
2017,HM522,Galaxea,Shallow,South Ari,Dhiggaru Falhu,-15.2,6.1,129.7,0.035,3.5,30.3,0.008,0.8,3.677,3677,5,ZM522,-13.3,5.4,184.3,0.089,8.9,22.6,0.011,1.1,2.075,2075,9.5,-1.9,0.7
2017,HM528,Galaxea,Shallow,South Ari,Dhiggaru Falhu,-16.3,5.6,120,0.032,3.2,29.2,0.008,0.8,3.693,3693,4.8,ZM528,-14.9,4.3,256.2,0.122,12.2,36.6,0.017,1.7,2.101,2101,8.2,-1.4,1.3
2017,HM529,Galaxea,Shallow,South Ari,Dhiggaru Falhu,-16.3,5.1,135.7,0.037,3.7,34.4,0.009,0.9,3.685,3685,4.6,ZM529,-15.8,5.1,385.5,0.189,18.9,55.6,0.027,2.7,2.035,2035,8.1,-0.5,0.0
2017,HM532,Pachyseris,Shallow,South Ari,Dhangethi,-14.6,6.7,218.7,0.06,6,42.9,0.012,1.2,3.664,3664,5.9,ZM532,-13.7,6.2,623.2,0.304,30.4,52.7,0.026,2.6,2.048,2048,13.8,-0.9,0.5
2017,HM534,Pachyseris,Shallow,South Ari,Dhangethi,-16.5,6.5,213.4,0.058,5.8,40.3,0.011,1.1,3.658,3658,6.2,ZM534,-16.1,5.4,851.2,0.425,42.5,68.9,0.034,3.4,2.003,2003,14.4,-0.4,1.1
2017,HM535,Pachyseris,Shallow,South Ari,Dhangethi,-15.5,6.5,186,0.051,5.1,37.2,0.01,1,3.658,3658,5.8,ZM535,-15.5,6.2,871,0.432,43.2,88.1,0.044,4.4,2.014,2014,11.5,0.0,0.3
2017,HM542,Pachyseris,Deep,South Ari,Dhangethi,-14.1,6.6,398.5,0.108,10.8,79.9,0.022,2.2,3.673,3673,5.8,ZM542,-13.5,6.1,723.1,0.345,34.5,78.3,0.037,3.7,2.095,2095,10.8,-0.6,0.5
2017,HM543,Pachyseris,Deep,South Ari,Dhangethi,-14.7,6.0,304.9,0.083,8.3,55.6,0.015,1.5,3.666,3666,6.4,ZM543,-13.3,5.4,524.7,0.255,25.5,60.6,0.029,2.9,2.057,2057,10.1,-1.4,0.6
2017,HM546,Pachyseris,Deep,South Ari,Dhangethi,-14.4,6.4,434.1,0.12,12,82.2,0.023,2.3,3.627,3627,6.2,ZM546,-13.0,6.2,386.7,0.186,18.6,43.2,0.021,2.1,2.081,2081,10.4,-1.4,0.2
2017,HM554,Galaxea,Deep,Dhaalu,Maadheli,,5.5,90.4,0.025,2.5,20.8,0.006,0.6,3.68,3680,5.1,ZM554,-17.2,4.5,680.4,0.33,33,75.3,0.037,3.7,2.061,2061,10.5,,1.0
2017,HM555,Galaxea,Deep,Dhaalu,Maadheli,-17.3,6.0,154.8,0.043,4.3,35.2,0.01,1,3.614,3614,5.1,ZM555,-12.1,4.8,428.6,0.206,20.6,42.3,0.02,2,2.081,2081,11.8,-5.2,1.2
2017,HM556,Galaxea,Deep,Dhaalu,Maadheli,-17.2,5.9,187.5,0.051,5.1,47.9,0.013,1.3,3.68,3680,4.6,ZM556,-16.3,4.7,496.9,0.24,24,67,0.032,3.2,2.072,2072,8.7,-0.9,1.2
2017,HM557,Galaxea,Deep,Dhaalu,Maadheli,-17.6,6.0,169.7,0.046,4.6,38.7,0.011,1.1,3.663,3663,5.1,ZM557,-16.2,4.4,831,0.407,40.7,94.4,0.046,4.6,2.04,2040,10.3,-1.4,1.6
2017,HM558,Galaxea,Deep,Dhaalu,Maadheli,-18.2,7.8,106,0.029,2.9,23.6,0.006,0.6,3.657,3657,5.2,ZM558,-18.6,3.8,338.2,0.162,16.2,48.4,0.023,2.3,2.094,2094,8.2,0.4,4.0
2017,HM560,Pachyseris,Deep,Dhaalu,Maadheli,-13.3,6.5,258.5,0.07,7,58,0.016,1.6,3.674,3674,5.2,ZM560,-13.6,4.8,226.9,0.113,11.3,36,0.018,1.8,2.011,2011,7.4,0.3,1.7
2017,HM562,Pachyseris,Deep,Dhaalu,Maadheli,-14.0,6.1,240.7,0.065,6.5,57,0.016,1.6,3.678,3678,4.9,ZM562,-14.6,4.8,235.7,0.116,11.6,38.7,0.019,1.9,2.032,2032,7.1,0.6,1.3
2017,HM566,Pachyseris,Deep,Dhaalu,Maadheli,-14.6,6.8,259.7,0.072,7.2,52.5,0.014,1.4,3.621,3621,5.8,ZM566,-14.0,6.0,546.9,0.263,26.3,69,0.033,3.3,2.08,2080,9.2,-0.6,0.8
2017,HM569,Pocillopora,Deep,Dhaalu,Maadheli,-17.8,6.0,222.3,0.061,6.1,51.8,0.014,1.4,3.67,3670,5,ZM569,-17.5,3.8,1070.4,0.526,52.6,130.1,0.064,6.4,2.034,2034,9.6,-0.3,2.2
2017,HM570,Pocillopora,Deep,Dhaalu,Maadheli,-19.8,5.9,202.1,0.056,5.6,51.3,0.014,1.4,3.606,3606,4.6,ZM570,-20.4,4.2,925.7,0.451,45.1,97.7,0.048,4.8,2.053,2053,11.1,0.6,1.7
2017,HM571,Pocillopora,Deep,Dhaalu,Maadheli,-18.3,6.0,151.4,0.04,4,35,0.009,0.9,3.794,3794,5,ZM571,-18.0,4.1,987.5,0.489,48.9,132.8,0.066,6.6,2.019,2019,8.7,-0.3,1.9
2017,HM574,Pocillopora,Deep,Dhaalu,Maadheli,-19.5,6.3,170.5,0.047,4.7,42.2,0.012,1.2,3.644,3644,4.7,ZM574,-19.4,4.8,961.8,0.472,47.2,89.8,0.044,4.4,2.038,2038,12.5,-0.1,1.5
2017,HM575,Pocillopora,Deep,Dhaalu,Maadheli,-18.8,5.9,175.9,0.048,4.8,40.8,0.011,1.1,3.664,3664,5,ZM575,-18.5,3.9,992.4,0.482,48.2,117.2,0.057,5.7,2.058,2058,9.9,-0.3,2.0
2017,HM577,Galaxea,Shallow,Dhaalu,Maadheli,-17.7,6.5,297.9,0.081,8.1,65,0.018,1.8,3.7,3700,5.3,ZM577,-16.0,4.8,486.5,0.243,24.3,41.1,0.021,2.1,2.002,2002,13.8,-1.7,1.7
2017,HM581,Galaxea,Shallow,Dhaalu,Maadheli,-16.5,7.0,237.3,0.065,6.5,49.7,0.014,1.4,3.657,3657,5.6,ZM581,-15.4,4.9,569.1,0.283,28.3,57.2,0.028,2.8,2.008,2008,11.6,-1.1,2.1
2017,HM585,Galaxea,Shallow,Dhaalu,Maadheli,-16.2,6.4,322.4,0.089,8.9,67.4,0.019,1.9,3.612,3612,5.6,ZM585,-15.2,4.3,686.7,0.33,33,59.5,0.029,2.9,2.08,2080,13.5,-1.0,2.1
2017,HM588,Pocillopora,Shallow,Dhaalu,Maadheli,-18.5,6.2,415.7,0.115,11.5,98.6,0.027,2.7,3.629,3629,4.9,ZM588,-17.6,5.1,975.2,0.482,48.2,132.8,0.066,6.6,2.025,2025,8.6,-0.9,1.1
2017,HM593,Pocillopora,Shallow,Dhaalu,Maadheli,-17.8,6.2,310.1,0.086,8.6,71.8,0.02,2,3.606,3606,5,ZM593,-17.7,4.6,932.5,0.449,44.9,117.7,0.057,5.7,2.077,2077,9.2,-0.1,1.6
2017,HM594,Pocillopora,Shallow,Dhaalu,Maadheli,-17.4,6.3,240.8,0.066,6.6,53.4,0.015,1.5,3.653,3653,5.3,ZM594,-17.1,3.8,596.6,0.294,29.4,68.7,0.034,3.4,2.03,2030,10.1,-0.3,2.5
2017,HM597,Pachyseris,Deep,Dhaalu,Maafushi,-14.6,5.6,314,0.086,8.6,64.4,0.018,1.8,3.655,3655,5.7,ZM597,-13.0,5.1,504.3,0.249,24.9,54.3,0.027,2.7,2.022,2022,10.8,-1.6,0.5
2017,HM599,Pachyseris,Deep,Dhaalu,Maafushi,-14.9,5.7,184.8,0.051,5.1,36.1,0.01,1,3.653,3653,6,ZM599,-13.9,5.5,669.2,0.329,32.9,67,0.033,3.3,2.033,2033,11.7,-1.0,0.2
2017,HM601,Pocillopora,Deep,Dhaalu,Maafushi,-18.3,5.7,393.8,0.108,10.8,84.9,0.023,2.3,3.632,3632,5.4,ZM601,-17.7,5.1,740,0.352,35.2,125.4,0.06,6,2.102,2102,6.9,-0.6,0.6
2017,HM607,Pachyseris,Deep,Dhaalu,Maafushi,-15.1,5.1,362,0.098,9.8,74.2,0.02,2,3.697,3697,5.7,ZM607,-14.8,4.6,536,0.24,24,53.1,0.024,2.4,2.229,2229,11.8,-0.3,0.5
2017,HM611,Pocillopora,Shallow,Dhaalu,Maafushi,-17.8,5.9,263.5,0.072,7.2,59.7,0.016,1.6,3.664,3664,5.1,ZM611,-16.8,5.2,700.4,0.341,34.1,96,0.047,4.7,2.054,2054,8.5,-1.0,0.7
2017,HM613,Pocillopora,Shallow,Dhaalu,Maafushi,-18.3,5.5,479.2,0.132,13.2,108.9,0.03,3,3.638,3638,5.1,ZM613,-17.2,4.8,704.5,0.347,34.7,110.7,0.054,5.4,2.032,2032,7.4,-1.1,0.7
2017,HM616,Pocillopora,Shallow,Dhaalu,Maafushi,-18.9,6.0,192,0.053,5.3,45.1,0.012,1.2,3.634,3634,5,ZM616,-18.5,4.4,945,0.464,46.4,121.9,0.06,6,2.038,2038,9,-0.4,1.6
2017,HM621,Galaxea,Shallow,Dhaalu,Maafushi,-17.5,5.2,188.1,0.052,5.2,42.4,0.012,1.2,3.645,3645,5.2,ZM621,-17.1,4.8,631.8,0.317,31.7,76.9,0.039,3.9,1.995,1995,9.6,-0.4,0.4
2017,HM622,Galaxea,Shallow,Dhaalu,Maafushi,-17.6,6.1,190.6,0.053,5.3,43.8,0.012,1.2,3.61,3610,5.1,ZM622,-16.7,4.2,391.9,0.196,19.6,52.4,0.026,2.6,1.997,1997,8.7,-0.9,1.9
2017,HM624,Galaxea,Shallow,Dhaalu,Maafushi,-18.5,5.6,357.6,0.097,9.7,73.9,0.02,2,3.689,3689,5.6,ZM624,-18.1,3.8,514.6,0.25,25,74.1,0.036,3.6,2.059,2059,8.1,-0.4,1.8
2017,HM625,Galaxea,Shallow,Dhaalu,Naibukaloabodufushi,-17.5,6.2,332.5,0.092,9.2,75.6,0.021,2.1,3.619,3619,5.1,ZM625,-13.6,5.1,383.9,0.187,18.7,43.7,0.021,2.1,2.051,2051,10.2,-3.9,1.1
2017,HM626,Galaxea,Shallow,Dhaalu,Naibukaloabodufushi,-17.7,6.3,383,0.104,10.4,80.5,0.022,2.2,3.689,3689,5.6,ZM626,-17.1,5.3,331.7,0.164,16.4,42,0.021,2.1,2.017,2017,9.2,-0.6,1.0
2017,HM628,Galaxea,Shallow,Dhaalu,Naibukaloabodufushi,-16.6,6.5,370,0.102,10.2,74.9,0.021,2.1,3.623,3623,5.8,ZM628,-15.6,5.2,177.9,0.084,8.4,27.7,0.013,1.3,2.111,2111,7.5,-1.0,1.3
2017,HM633,Pocillopora,Shallow,Dhaalu,Naibukaloabodufushi,-18.1,6.6,374.4,0.103,10.3,80.4,0.022,2.2,3.631,3631,5.4,ZM633,-17.2,5.2,617.9,0.299,29.9,80.7,0.039,3.9,2.066,2066,8.9,-0.9,1.4
2017,HM634,Pocillopora,Shallow,Dhaalu,Naibukaloabodufushi,-17.3,6.7,439.5,0.122,12.2,94.5,0.026,2.6,3.612,3612,5.4,ZM634,-16.8,5.4,774.3,0.369,36.9,109.7,0.052,5.2,2.098,2098,8.2,-0.5,1.3
2017,HM637,Pocillopora,Shallow,Dhaalu,Naibukaloabodufushi,-17.8,6.7,342.6,0.095,9.5,77.7,0.021,2.1,3.621,3621,5.1,ZM637,-17.0,5.8,524.2,0.258,25.8,82,0.04,4,2.03,2030,7.5,-0.8,0.9
2017,HM638,Pachyseris,Shallow,Dhaalu,Naibukaloabodufushi,-17.0,6.5,349.4,0.097,9.7,68.7,0.019,1.9,3.612,3612,5.9,ZM638,-16.4,4.8,657.6,0.33,33,67.5,0.034,3.4,1.99,1990,11.4,-0.6,1.7
2017,HM641,Pachyseris,Shallow,Dhaalu,Naibukaloabodufushi,-17.4,6.1,436.1,0.119,11.9,82.2,0.022,2.2,3.671,3671,6.2,ZM641,-15.8,4.8,385.8,0.186,18.6,39.3,0.019,1.9,2.069,2069,11.5,-1.6,1.3
2017,HM648,Pocillopora,Deep,Dhaalu,Naibukaloabodufushi,-19.2,6.0,481.6,0.133,13.3,97.6,0.027,2.7,3.631,3631,5.8,ZM648,-18.9,4.2,640.5,0.312,31.2,85.1,0.042,4.2,2.05,2050,8.8,-0.3,1.8
2017,HM649,Pocillopora,Deep,Dhaalu,Naibukaloabodufushi,-17.0,6.4,398.8,0.109,10.9,87.2,0.024,2.4,3.672,3672,5.3,ZM649,-16.0,4.7,881.5,0.422,42.2,118.5,0.057,5.7,2.091,2091,8.7,-1.0,1.7
2017,HM650,Pocillopora,Deep,Dhaalu,Naibukaloabodufushi,-18.3,6.3,446.7,0.123,12.3,91.9,0.025,2.5,3.639,3639,5.7,ZM650,-18.0,4.8,608.6,0.296,29.6,94.2,0.046,4.6,2.059,2059,7.5,-0.3,1.5
2017,HM654,Pachyseris,Deep,Dhaalu,Naibukaloabodufushi,-14.9,6.8,373.8,0.104,10.4,77.3,0.021,2.1,3.596,3596,5.6,ZM654,-14.4,6.4,629.4,0.309,30.9,57.9,0.028,2.8,2.034,2034,12.7,-0.5,0.4
2017,HM655,Pachyseris,Deep,Dhaalu,Naibukaloabodufushi,-17.1,6.6,273,0.075,7.5,49.7,0.014,1.4,3.649,3649,6.4,ZM655,-17.7,4.7,359.4,0.167,16.7,40.8,0.019,1.9,2.148,2148,10.3,0.6,1.9
2017,HM661,Pachyseris,Deep,Dhaalu,Naibukaloabodufushi,-15.1,6.7,321,0.089,8.9,70.3,0.019,1.9,3.623,3623,5.3,ZM661,-13.5,5.9,591.3,0.294,29.4,50.6,0.025,2.5,2.008,2008,13.6,-1.6,0.8
2017,HM664,Galaxea,Deep,Dhaalu,Naibukaloabodufushi,-17.4,6.7,416.2,0.114,11.4,93.4,0.026,2.6,3.653,3653,5.2,ZM664,-15.8,5.2,457.5,0.218,21.8,48.3,0.023,2.3,2.095,2095,11.1,-1.6,1.5
2017,HM665,Galaxea,Deep,Dhaalu,Naibukaloabodufushi,-18.8,6.3,245,0.067,6.7,50,0.014,1.4,3.672,3672,5.7,ZM665,-13.8,5.0,281.3,0.14,14,29.8,0.015,1.5,2.01,2010,11,-5.0,1.3
2017,HM667,Galaxea,Deep,Dhaalu,Naibukaloabodufushi,-17.0,7.1,225.7,0.062,6.2,51.7,0.014,1.4,3.621,3621,5.1,ZM667,-17.0,4.8,359.5,0.169,16.9,44.8,0.021,2.1,2.133,2133,9.4,0.0,2.3
2017,HM670,Pocillopora,Deep,Dhaalu,Hulhuvehi,-19.3,6.1,331.9,0.091,9.1,73,0.02,2,3.644,3644,5.3,ZM670,-18.1,3.8,354.2,0.171,17.1,44.3,0.021,2.1,2.075,2075,9.3,-1.2,2.3
2017,HM671,Pocillopora,Deep,Dhaalu,Hulhuvehi,-18.1,5.0,168.2,0.047,4.7,42.8,0.012,1.2,3.593,3593,4.6,ZM671,-17.3,3.6,982.5,0.489,48.9,106.1,0.053,5.3,2.011,2011,10.8,-0.8,1.4
2017,HM672,Pocillopora,Deep,Dhaalu,Hulhuvehi,-19.3,6.1,270,0.074,7.4,63.4,0.017,1.7,3.642,3642,5,ZM672,-18.2,4.5,998,0.496,49.6,97,0.048,4.8,2.012,2012,12,-1.1,1.6
2017,HM677,Pocillopora,Deep,Dhaalu,Hulhuvehi,-18.9,6.0,254.6,0.07,7,55.2,0.015,1.5,3.623,3623,5.4,ZM677,-17.4,4.3,350.5,0.169,16.9,47,0.023,2.3,2.072,2072,8.7,-1.5,1.7
2017,HM679,Galaxea,Deep,Dhaalu,Hulhuvehi,-17.5,6.0,251.1,0.069,6.9,56.2,0.015,1.5,3.632,3632,5.2,ZM679,-16.9,5.7,290.4,0.142,14.2,35.1,0.017,1.7,2.042,2042,9.7,-0.6,0.3
2017,HM687,Pachyseris,Deep,Dhaalu,Hulhuvehi,-17.2,5.3,126.1,0.034,3.4,27.4,0.007,0.7,3.668,3668,5.4,ZM687,-13.0,5.8,444.7,0.219,21.9,38.1,0.019,1.9,2.032,2032,13.6,-4.2,-0.5
2017,HM690,Pachyseris,Deep,Dhaalu,Hulhuvehi,-19.0,5.4,183.1,0.05,5,44.3,0.012,1.2,3.638,3638,4.8,ZM690,-15.2,6.1,621.2,0.309,30.9,53,0.026,2.6,2.008,2008,13.7,-3.8,-0.7
2017,HM692,Pachyseris,Deep,Dhaalu,Hulhuvehi,-15.7,6.3,391.6,0.107,10.7,71,0.019,1.9,3.672,3672,6.4,ZM692,-14.8,5.2,540.7,0.267,26.7,46.3,0.023,2.3,2.024,2024,13.6,-0.9,1.1
2017,HM694,Pocillopora,Shallow,Dhaalu,Hulhuvehi,-17.7,6.2,332.3,0.092,9.2,76.1,0.021,2.1,3.627,3627,5.1,ZM694,-14.8,6.3,563.3,0.279,27.9,74.1,0.037,3.7,2.017,2017,8.9,-2.9,-0.1
2017,HM695,Pocillopora,Shallow,Dhaalu,Hulhuvehi,-17.9,6.0,207.1,0.057,5.7,49.8,0.014,1.4,3.658,3658,4.9,ZM695,-15.5,5.6,770.9,0.378,37.8,86.3,0.042,4.2,2.039,2039,10.4,-2.4,0.4
2017,HM698,Pocillopora,Shallow,Dhaalu,Hulhuvehi,-16.0,5.9,272.2,0.074,7.4,58.5,0.016,1.6,3.7,3700,5.4,ZM698,-17.3,4.9,574.7,0.269,26.9,73.3,0.034,3.4,2.139,2139,9.1,1.3,1.0
2017,HM700,Pocillopora,Shallow,Dhaalu,Hulhuvehi,-18.5,5.9,192.9,0.053,5.3,44.7,0.012,1.2,3.664,3664,5,ZM700,-17.4,5.0,498.6,0.238,23.8,66.5,0.032,3.2,2.098,2098,8.7,-1.1,0.9
2017,HM702,Pachyseris,Shallow,Dhaalu,Hulhuvehi,,,51.1,0.025,2.5,11.5,0.006,0.6,2.082,2082,5.2,ZM702,-15.8,5.2,284.8,0.14,14,41.4,0.02,2,2.031,2031,8,,
2017,HM703,Pachyseris,Shallow,Dhaalu,Hulhuvehi,-15.7,5.6,218.4,0.06,6,42.3,0.012,1.2,3.629,3629,6,ZM703,-11.4,5.5,390.5,0.189,18.9,32.5,0.016,1.6,2.063,2063,14,-4.3,0.1
2017,HM704,Pachyseris,Shallow,Dhaalu,Hulhuvehi,-15.8,5.5,198.2,0.054,5.4,34.8,0.01,1,3.643,3643,6.6,ZM704,-14.3,5.5,387.1,0.186,18.6,36.4,0.017,1.7,2.083,2083,12.4,-1.5,0.0
2017,HM707,Galaxea,Shallow,Dhaalu,Hulhuvehi,-17.6,5.8,184.4,0.05,5,42.3,0.012,1.2,3.657,3657,5.1,ZM707,-17.6,3.9,709.5,0.348,34.8,76.9,0.038,3.8,2.039,2039,10.8,0.0,1.9
2017,HM710,Galaxea,Shallow,Dhaalu,Hulhuvehi,-15.0,6.1,178.2,0.048,4.8,40.5,0.011,1.1,3.696,3696,5.1,ZM710,-11.4,5.0,395.4,0.194,19.4,39.3,0.019,1.9,2.033,2033,11.7,-3.6,1.1
2017,HM712,Galaxea,Shallow,Dhaalu,Hulhuvehi,-16.7,5.8,209,0.058,5.8,47.3,0.013,1.3,3.631,3631,5.2,ZM712,-15.0,4.2,387.6,0.192,19.2,45.5,0.023,2.3,2.017,2017,9.9,-1.7,1.6
2017,HM714,Pachyseris,Deep,Meemu,Kurali,-16.6,6.1,336.6,0.093,9.3,64,0.018,1.8,3.62,3620,6.1,ZM714,-15.4,5.1,619,0.308,30.8,85.9,0.043,4.3,2.011,2011,8.4,-1.2,1.0
2017,HM719,Pachyseris,Deep,Meemu,Kurali,-14.2,6.5,398.1,0.108,10.8,78,0.021,2.1,3.694,3694,6,ZM719,-12.8,6.4,653.8,0.318,31.8,84,0.041,4.1,2.058,2058,9.1,-1.4,0.1
2017,HM725,Pachyseris,Shallow,Meemu,Kurali,-16.4,5.8,,,,179.7,0.049,4.9,3.696,3696,,ZM725,-16.1,4.4,302.3,0.15,15,38.4,0.019,1.9,2.009,2009,9.2,-0.3,1.4
2017,HM728,Pachyseris,Shallow,Meemu,Kurali,-14.5,6.4,497,0.136,13.6,96.2,0.026,2.6,3.644,3644,6,ZM728,-14.0,6.4,677.5,0.336,33.6,88.3,0.044,4.4,2.014,2014,9,-0.5,0.0
2017,HM729,Pachyseris,Shallow,Meemu,Kurali,-14.2,6.1,505.1,0.138,13.8,100,0.027,2.7,3.66,3660,5.9,ZM729,-13.3,5.6,485.2,0.238,23.8,66.2,0.032,3.2,2.037,2037,8.6,-0.9,0.5
2017,HM732,Galaxea,Deep,Meemu,Bodu huraa,-18.1,6.2,324.5,0.088,8.8,69.1,0.019,1.9,3.684,3684,5.5,ZM732,-16.9,5.1,489,0.242,24.2,63.5,0.031,3.1,2.018,2018,9,-1.2,1.1
2017,HM733,Pocillopora,Deep,Meemu,Bodu huraa,-19.2,5.8,344.5,0.094,9.4,74,0.02,2,3.657,3657,5.4,ZM733,-17.5,5.6,726.7,0.35,35,103.8,0.05,5,2.077,2077,8.2,-1.7,0.2
2017,HM734,Pocillopora,Deep,Meemu,Bodu huraa,-18.8,5.8,344.6,0.094,9.4,75.5,0.02,2,3.681,3681,5.3,ZM734,-17.5,4.9,750.6,0.373,37.3,100.7,0.05,5,2.013,2013,8.7,-1.3,0.9
2017,HM736,Pocillopora,Deep,Meemu,Bodu huraa,,,76.3,0.021,2.1,18.5,0.005,0.5,3.643,3643,4.8,ZM736,-17.4,4.4,802,0.388,38.8,75.1,0.036,3.6,2.067,2067,12.5,,
2017,HM738,Galaxea,Deep,Meemu,Bodu huraa,-17.1,5.7,229.9,0.063,6.3,52.9,0.014,1.4,3.658,3658,5.1,ZM738,-15.8,4.7,576.9,0.284,28.4,68.6,0.034,3.4,2.03,2030,9.8,-1.3,1.0
2017,HM742,Pocillopora,Deep,Meemu,Bodu huraa,-18.5,5.7,201.6,0.055,5.5,51.1,0.014,1.4,3.663,3663,4.6,ZM742,-18.1,3.9,876.8,0.43,43,112.7,0.055,5.5,2.041,2041,9.1,-0.4,1.8
2017,HM743,Pachyseris,Deep,Meemu,Bodu huraa,-14.1,6.0,245,0.067,6.7,51.8,0.014,1.4,3.675,3675,5.5,ZM743,-13.2,6.3,460.1,0.226,22.6,46.4,0.023,2.3,2.032,2032,11.6,-0.9,-0.3
2017,HM746,Pachyseris,Deep,Meemu,Bodu huraa,-15.1,5.7,226.2,0.063,6.3,43.2,0.012,1.2,3.617,3617,6.1,ZM746,-14.5,6.1,523.4,0.253,25.3,58.1,0.028,2.8,2.07,2070,10.5,-0.6,-0.4
