Year,Sample_ID,Tissue_type,Coral,Depth,Atoll,Site,Symbiont_d13C,Symbiont_d15N,Symbiont_C_ug,Symbiont_wt-percent_C,Symbiont_wt-percent_C_num,Symbiont_N_ug,Symbiont_wt-percent_N,Symbiont_wt-percent_N_num,Symbiont_dry-weight_mg,Symbiont_dry-weight_ug,Symbiont_CN_molar-ratio
2015,ZM337,Symbiont,Pocillopora,Deep,Vaavu,Medhu Faru,-16.1,5.1,791.9,0.386,38.6,120.5,0.059,5.9,2.052,2052,7.7
2015,ZM342,Symbiont,Pocillopora,Deep,Vaavu,Medhu Faru,-17.2,4.9,446.2,0.222,22.2,80.2,0.04,4,2.014,2014,6.5
2015,ZM344,Symbiont,Galaxea,Deep,Vaavu,Medhu Faru,-18.7,5.3,440.4,0.213,21.3,54.4,0.026,2.6,2.071,2071,9.4
2015,ZM348,Symbiont,Galaxea,Deep,Vaavu,Medhu Faru,-16.8,5.9,307.2,0.149,14.9,40.9,0.02,2,2.065,2065,8.8
2015,ZM349,Symbiont,Galaxea,Deep,Vaavu,Medhu Faru,-17.2,5,325.7,0.159,15.9,57.4,0.028,2.8,2.052,2052,6.6
2015,ZM350,Symbiont,Pocillopora,Shallow,Vaavu,Medhu Faru,-15.7,5,432.9,0.214,21.4,74.3,0.037,3.7,2.025,2025,6.8
2015,ZM354,Symbiont,Pocillopora,Shallow,Vaavu,Medhu Faru,-17.2,5.1,579.1,0.283,28.3,99.9,0.049,4.9,2.049,2049,6.8
2015,ZM358,Symbiont,Pocillopora,Shallow,Vaavu,Medhu Faru,-16.7,5.4,384.9,0.187,18.7,69.6,0.034,3.4,2.061,2061,6.5
2015,ZM360,Symbiont,Pachyseris,Shallow,Vaavu,Medhu Faru,-15.4,4.9,573.2,0.281,28.1,84.6,0.041,4.1,2.043,2043,7.9
2015,ZM363,Symbiont,Pachyseris,Shallow,Vaavu,Medhu Faru,-16.3,5,454.9,0.223,22.3,50.6,0.025,2.5,2.041,2041,10.5
2015,ZM364,Symbiont,Pachyseris,Shallow,Vaavu,Medhu Faru,-18.1,4.7,395.3,0.193,19.3,40.1,0.02,2,2.045,2045,11.5
2015,ZM366,Symbiont,Galaxea,Shallow,Vaavu,Medhu Faru,-13.4,3.8,415.4,0.203,20.3,63.9,0.031,3.1,2.042,2042,7.6
2015,ZM370,Symbiont,Galaxea,Shallow,Vaavu,Medhu Faru,-14.9,4.1,625.2,0.311,31.1,106.3,0.053,5.3,2.009,2009,6.9
2015,ZM373,Symbiont,Galaxea,Shallow,Vaavu,Medhu Faru,-14.1,4.5,545,0.262,26.2,63.6,0.031,3.1,2.079,2079,10
2015,ZM378,Symbiont,Galaxea,Shallow,Vaavu,Medhu Faru,-15.2,4.6,418.2,0.201,20.1,59.2,0.028,2.8,2.084,2084,8.2
2015,ZM385,Symbiont,Pachyseris,Shallow,South Male,Maafushi S. Male,-14.4,5.6,293.3,0.135,13.5,38.4,0.018,1.8,2.175,2175,8.9
2015,ZM386,Symbiont,Pachyseris,Shallow,South Male,Maafushi S. Male,-14.3,5.8,614.4,0.295,29.5,85.8,0.041,4.1,2.08,2080,8.4
2015,ZM388,Symbiont,Pachyseris,Shallow,South Male,Maafushi S. Male,-14.2,5.2,371,0.177,17.7,48.4,0.023,2.3,2.098,2098,8.9
2015,ZM391,Symbiont,Pocillopora,Deep,South Male,Fushidiggaru Falhu,-17.5,5,677.1,0.33,33,111.2,0.054,5.4,2.051,2051,7.1
2015,ZM394,Symbiont,Pocillopora,Deep,South Male,Fushidiggaru Falhu,-17,3.7,575.1,0.282,28.2,89,0.044,4.4,2.038,2038,7.5
2015,ZM395,Symbiont,Pocillopora,Deep,South Male,Fushidiggaru Falhu,-16.9,5.1,815.7,0.404,40.4,125.5,0.062,6.2,2.018,2018,7.6
2015,ZM396,Symbiont,Galaxea,Deep,South Male,Fushidiggaru Falhu,-16.3,4.3,414.6,0.2,20,57.5,0.028,2.8,2.071,2071,8.4
2015,ZM398,Symbiont,Galaxea,Deep,South Male,Fushidiggaru Falhu,-17.4,4.1,473.8,0.226,22.6,78.9,0.038,3.8,2.099,2099,7
2015,ZM400,Symbiont,Galaxea,Deep,South Male,Fushidiggaru Falhu,-15,5.1,380.2,0.188,18.8,50.2,0.025,2.5,2.026,2026,8.8
2017,ZM403,Symbiont,Pachyseris,Deep,North Ari,Mathiveri,-13.3,5.1,368.5,0.179,17.9,46,0.022,2.2,2.061,2061,9.3
2017,ZM404,Symbiont,Pachyseris,Deep,North Ari,Mathiveri,-14.3,3.7,215.3,0.11,11,36.7,0.019,1.9,1.951,1951,6.8
2017,ZM405,Symbiont,Pachyseris,Deep,North Ari,Mathiveri,-10.9,2.3,285.1,0.142,14.2,40.8,0.02,2,2.014,2014,8.2
2017,ZM411,Symbiont,Galaxea,Shallow,North Ari,Mathiveri,-16.1,4,574.5,0.273,27.3,86.9,0.041,4.1,2.102,2102,7.7
2017,ZM412,Symbiont,Pocillopora,Shallow,North Ari,Mathiveri,-16.1,6,593.7,0.289,28.9,93.7,0.046,4.6,2.057,2057,7.4
2017,ZM415,Symbiont,Galaxea,Shallow,North Ari,Mathiveri,-15.9,4.3,607.3,0.294,29.4,93.9,0.045,4.5,2.064,2064,7.5
2017,ZM418,Symbiont,Pocillopora,Shallow,North Ari,Mathiveri,-18.1,4.8,741.4,0.365,36.5,107.9,0.053,5.3,2.034,2034,8
2017,ZM420,Symbiont,Pocillopora,Shallow,North Ari,Mathiveri,-18.2,4.2,457.9,0.226,22.6,71.8,0.035,3.5,2.024,2024,7.4
2017,ZM421,Symbiont,Galaxea,Shallow,North Ari,Mathiveri,-16.4,4.4,585.8,0.28,28,80.6,0.039,3.9,2.093,2093,8.5
2017,ZM422,Symbiont,Pachyseris,Deep,North Ari,Dinoluga,-12.3,4,214.6,0.096,9.6,23.9,0.011,1.1,2.233,2233,10.5
2017,ZM423,Symbiont,Pachyseris,Deep,North Ari,Dinoluga,-16.6,5.1,328.3,0.157,15.7,49.5,0.024,2.4,2.09,2090,7.7
2017,ZM424,Symbiont,Pachyseris,Deep,North Ari,Dinoluga,-13.1,4.1,196.3,0.093,9.3,17.7,0.008,0.8,2.118,2118,12.9
2017,ZM425,Symbiont,Pocillopora,Deep,North Ari,Dinoluga,-17.9,2.3,528,0.252,25.2,78.1,0.037,3.7,2.099,2099,7.9
2017,ZM427,Symbiont,Galaxea,Deep,North Ari,Dinoluga,-17.2,4.1,342.6,0.17,17,48.6,0.024,2.4,2.015,2015,8.2
2017,ZM428,Symbiont,Pocillopora,Deep,North Ari,Dinoluga,-18.7,3.3,643.4,0.319,31.9,96,0.048,4.8,2.019,2019,7.8
2017,ZM432,Symbiont,Galaxea,Deep,North Ari,Dinoluga,-18.3,3.4,627.5,0.305,30.5,99.5,0.048,4.8,2.057,2057,7.4
2017,ZM433,Symbiont,Galaxea,Deep,North Ari,Dinoluga,-20.3,4.2,912.2,0.439,43.9,122.6,0.059,5.9,2.076,2076,8.7
2017,ZM436,Symbiont,Galaxea,Deep,North Ari,Dinoluga,-17.8,5.1,574.9,0.276,27.6,89.9,0.043,4.3,2.081,2081,7.5
2017,ZM442,Symbiont,Pocillopora,Deep,North Ari,Dinoluga,-18.1,4.2,774,0.382,38.2,122.7,0.061,6.1,2.024,2024,7.4
2017,ZM443,Symbiont,Galaxea,Deep,North Ari,Dinoluga,-14.1,4.2,254.4,0.125,12.5,29.9,0.015,1.5,2.035,2035,9.9
2017,ZM447,Symbiont,Pocillopora,Deep,North Ari,Dinoluga,-17.2,4.1,955.7,0.442,44.2,138.4,0.064,6.4,2.164,2164,8.1
2017,ZM448,Symbiont,Galaxea,Deep,North Ari,Dinoluga,-17.4,4.2,221.4,0.112,11.2,34.5,0.017,1.7,1.975,1975,7.5
2017,ZM452,Symbiont,Galaxea,Shallow,North Ari,Dinoluga,-18.8,4.6,382.4,0.189,18.9,55.8,0.028,2.8,2.021,2021,8
2017,ZM453,Symbiont,Pocillopora,Shallow,North Ari,Dinoluga,-16.1,5.5,391.7,0.184,18.4,64.1,0.03,3,2.129,2129,7.1
2017,ZM456,Symbiont,Galaxea,Shallow,North Ari,Dinoluga,-15.5,3.7,239.8,0.109,10.9,34.8,0.016,1.6,2.194,2194,8
2017,ZM458,Symbiont,Pocillopora,Shallow,North Ari,Dinoluga,-16,5.6,334.2,0.156,15.6,53.5,0.025,2.5,2.147,2147,7.3
2017,ZM463,Symbiont,Pocillopora,Shallow,North Ari,Dinoluga,-15.6,5.2,334.9,0.166,16.6,57.3,0.028,2.8,2.018,2018,6.8
2017,ZM464,Symbiont,Galaxea,Shallow,North Ari,Dinoluga,-14.4,4,262.7,0.133,13.3,33.7,0.017,1.7,1.972,1972,9.1
2017,ZM468,Symbiont,Pachyseris,Deep,South Ari,Dhiggaru Falhu,-10.7,6.4,379.1,0.179,17.9,25.6,0.012,1.2,2.112,2112,17.3
2017,ZM470,Symbiont,Pachyseris,Deep,South Ari,Dhiggaru Falhu,-10.7,5.8,169.9,0.082,8.2,14.3,0.007,0.7,2.08,2080,13.9
2017,ZM472,Symbiont,Pachyseris,Deep,South Ari,Dhiggaru Falhu,-13.3,5.4,311.7,0.144,14.4,30.4,0.014,1.4,2.171,2171,12
2017,ZM474,Symbiont,Pocillopora,Deep,South Ari,Dhiggaru Falhu,-18.4,4.8,453.6,0.215,21.5,77.6,0.037,3.7,2.105,2105,6.8
2017,ZM475,Symbiont,Pocillopora,Deep,South Ari,Dhiggaru Falhu,-18.9,4.5,474.2,0.225,22.5,70.2,0.033,3.3,2.111,2111,7.9
2017,ZM476,Symbiont,Galaxea,Deep,South Ari,Dhiggaru Falhu,-18,5.2,486.2,0.221,22.1,65.5,0.03,3,2.203,2203,8.7
2017,ZM478,Symbiont,Galaxea,Deep,South Ari,Dhiggaru Falhu,-14.3,4.8,246.6,0.117,11.7,31.1,0.015,1.5,2.102,2102,9.3
2017,ZM480,Symbiont,Pocillopora,Deep,South Ari,Dhiggaru Falhu,-17.2,3.4,744.9,0.353,35.3,104.5,0.05,5,2.108,2108,8.3
2017,ZM485,Symbiont,Galaxea,Deep,South Ari,Dhiggaru Falhu,-17,5.6,751.9,0.363,36.3,114.8,0.055,5.5,2.072,2072,7.6
2017,ZM487,Symbiont,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-12.2,5.8,350.4,0.167,16.7,27.5,0.013,1.3,2.101,2101,14.9
2017,ZM489,Symbiont,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-17.5,6.2,661.8,0.315,31.5,72.8,0.035,3.5,2.098,2098,10.6
2017,ZM490,Symbiont,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-10.8,5.9,228.9,0.099,9.9,14.9,0.006,0.6,2.308,2308,17.9
2017,ZM492,Symbiont,Pachyseris,Shallow,South Ari,Dhiggaru Falhu,-14.5,6.4,374.4,0.175,17.5,33.8,0.016,1.6,2.138,2138,12.9
2017,ZM494,Symbiont,Pocillopora,Shallow,South Ari,Dhiggaru Falhu,-17.2,5.5,949.1,0.461,46.1,106.1,0.051,5.1,2.061,2061,10.4
2017,ZM499,Symbiont,Pocillopora,Shallow,South Ari,Dhiggaru Falhu,-17.4,5.5,853.5,0.423,42.3,114.4,0.057,5.7,2.016,2016,8.7
2017,ZM501,Symbiont,Galaxea,Deep,North Male,Reethi Rah,-11.7,5.1,245.4,0.122,12.2,23,0.011,1.1,2.017,2017,12.4
2017,ZM502,Symbiont,Galaxea,Deep,North Male,Reethi Rah,-18.5,5.1,500.4,0.235,23.5,55,0.026,2.6,2.128,2128,10.6
2017,ZM504,Symbiont,Pachyseris,Deep,North Male,Reethi Rah,-10.5,5.4,435.3,0.201,20.1,37.1,0.017,1.7,2.17,2170,13.7
2017,ZM507,Symbiont,Pachyseris,Deep,North Male,Reethi Rah,-13.4,4.9,223.7,0.109,10.9,27.7,0.013,1.3,2.053,2053,9.4
2017,ZM509,Symbiont,Pachyseris,Deep,North Male,Reethi Rah,-17,5.1,591.2,0.293,29.3,74,0.037,3.7,2.015,2015,9.3
2017,ZM514,Symbiont,Pachyseris,Shallow,North Male,Reethi Rah,-16.4,4.7,309.1,0.15,15,34,0.017,1.7,2.059,2059,10.6
2017,ZM516,Symbiont,Galaxea,Shallow,North Male,Reethi Rah,-16.1,4.4,606.2,0.289,28.9,74,0.035,3.5,2.098,2098,9.6
2017,ZM517,Symbiont,Galaxea,Shallow,North Male,Reethi Rah,-13.5,4.2,320,0.154,15.4,28.7,0.014,1.4,2.076,2076,13
2017,ZM518,Symbiont,Galaxea,Shallow,North Male,Reethi Rah,-13.1,5,181.5,0.089,8.9,20.8,0.01,1,2.033,2033,10.2
2017,ZM519,Symbiont,Pocillopora,Shallow,South Ari,Dhiggaru Falhu,-16.1,5.2,556.9,0.279,27.9,72.8,0.036,3.6,1.997,1997,8.9
2017,ZM522,Symbiont,Galaxea,Shallow,South Ari,Dhiggaru Falhu,-13.3,5.4,184.3,0.089,8.9,22.6,0.011,1.1,2.075,2075,9.5
2017,ZM528,Symbiont,Galaxea,Shallow,South Ari,Dhiggaru Falhu,-14.9,4.3,256.2,0.122,12.2,36.6,0.017,1.7,2.101,2101,8.2
2017,ZM529,Symbiont,Galaxea,Shallow,South Ari,Dhiggaru Falhu,-15.8,5.1,385.5,0.189,18.9,55.6,0.027,2.7,2.035,2035,8.1
2017,ZM532,Symbiont,Pachyseris,Shallow,South Ari,Dhangethi,-13.7,6.2,623.2,0.304,30.4,52.7,0.026,2.6,2.048,2048,13.8
2017,ZM534,Symbiont,Pachyseris,Shallow,South Ari,Dhangethi,-16.1,5.4,851.2,0.425,42.5,68.9,0.034,3.4,2.003,2003,14.4
2017,ZM535,Symbiont,Pachyseris,Shallow,South Ari,Dhangethi,-15.5,6.2,871,0.432,43.2,88.1,0.044,4.4,2.014,2014,11.5
2017,ZM542,Symbiont,Pachyseris,Deep,South Ari,Dhangethi,-13.5,6.1,723.1,0.345,34.5,78.3,0.037,3.7,2.095,2095,10.8
2017,ZM543,Symbiont,Pachyseris,Deep,South Ari,Dhangethi,-13.3,5.4,524.7,0.255,25.5,60.6,0.029,2.9,2.057,2057,10.1
2017,ZM546,Symbiont,Pachyseris,Deep,South Ari,Dhangethi,-13,6.2,386.7,0.186,18.6,43.2,0.021,2.1,2.081,2081,10.4
2017,ZM554,Symbiont,Galaxea,Deep,Dhaalu,Maadheli,-17.2,4.5,680.4,0.33,33,75.3,0.037,3.7,2.061,2061,10.5
2017,ZM555,Symbiont,Galaxea,Deep,Dhaalu,Maadheli,-12.1,4.8,428.6,0.206,20.6,42.3,0.02,2,2.081,2081,11.8
2017,ZM556,Symbiont,Galaxea,Deep,Dhaalu,Maadheli,-16.3,4.7,496.9,0.24,24,67,0.032,3.2,2.072,2072,8.7
2017,ZM557,Symbiont,Galaxea,Deep,Dhaalu,Maadheli,-16.2,4.4,831,0.407,40.7,94.4,0.046,4.6,2.04,2040,10.3
2017,ZM558,Symbiont,Galaxea,Deep,Dhaalu,Maadheli,-18.6,3.8,338.2,0.162,16.2,48.4,0.023,2.3,2.094,2094,8.2
2017,ZM560,Symbiont,Pachyseris,Deep,Dhaalu,Maadheli,-13.6,4.8,226.9,0.113,11.3,36,0.018,1.8,2.011,2011,7.4
2017,ZM562,Symbiont,Pachyseris,Deep,Dhaalu,Maadheli,-14.6,4.8,235.7,0.116,11.6,38.7,0.019,1.9,2.032,2032,7.1
2017,ZM566,Symbiont,Pachyseris,Deep,Dhaalu,Maadheli,-14,6,546.9,0.263,26.3,69,0.033,3.3,2.08,2080,9.2
2017,ZM569,Symbiont,Pocillopora,Deep,Dhaalu,Maadheli,-17.5,3.8,1070.4,0.526,52.6,130.1,0.064,6.4,2.034,2034,9.6
2017,ZM570,Symbiont,Pocillopora,Deep,Dhaalu,Maadheli,-20.4,4.2,925.7,0.451,45.1,97.7,0.048,4.8,2.053,2053,11.1
2017,ZM571,Symbiont,Pocillopora,Deep,Dhaalu,Maadheli,-18,4.1,987.5,0.489,48.9,132.8,0.066,6.6,2.019,2019,8.7
2017,ZM574,Symbiont,Pocillopora,Deep,Dhaalu,Maadheli,-19.4,4.8,961.8,0.472,47.2,89.8,0.044,4.4,2.038,2038,12.5
2017,ZM575,Symbiont,Pocillopora,Deep,Dhaalu,Maadheli,-18.5,3.9,992.4,0.482,48.2,117.2,0.057,5.7,2.058,2058,9.9
2017,ZM577,Symbiont,Galaxea,Shallow,Dhaalu,Maadheli,-16,4.8,486.5,0.243,24.3,41.1,0.021,2.1,2.002,2002,13.8
2017,ZM581,Symbiont,Galaxea,Shallow,Dhaalu,Maadheli,-15.4,4.9,569.1,0.283,28.3,57.2,0.028,2.8,2.008,2008,11.6
2017,ZM585,Symbiont,Galaxea,Shallow,Dhaalu,Maadheli,-15.2,4.3,686.7,0.33,33,59.5,0.029,2.9,2.08,2080,13.5
2017,ZM588,Symbiont,Pocillopora,Shallow,Dhaalu,Maadheli,-17.6,5.1,975.2,0.482,48.2,132.8,0.066,6.6,2.025,2025,8.6
2017,ZM593,Symbiont,Pocillopora,Shallow,Dhaalu,Maadheli,-17.7,4.6,932.5,0.449,44.9,117.7,0.057,5.7,2.077,2077,9.2
2017,ZM594,Symbiont,Pocillopora,Shallow,Dhaalu,Maadheli,-17.1,3.8,596.6,0.294,29.4,68.7,0.034,3.4,2.03,2030,10.1
2017,ZM597,Symbiont,Pachyseris,Deep,Dhaalu,Maafushi,-13,5.1,504.3,0.249,24.9,54.3,0.027,2.7,2.022,2022,10.8
2017,ZM599,Symbiont,Pachyseris,Deep,Dhaalu,Maafushi,-13.9,5.5,669.2,0.329,32.9,67,0.033,3.3,2.033,2033,11.7
2017,ZM601,Symbiont,Pocillopora,Deep,Dhaalu,Maafushi,-17.7,5.1,740,0.352,35.2,125.4,0.06,6,2.102,2102,6.9
2017,ZM607,Symbiont,Pachyseris,Deep,Dhaalu,Maafushi,-14.8,4.6,536,0.24,24,53.1,0.024,2.4,2.229,2229,11.8
2017,ZM611,Symbiont,Pocillopora,Shallow,Dhaalu,Maafushi,-16.8,5.2,700.4,0.341,34.1,96,0.047,4.7,2.054,2054,8.5
2017,ZM613,Symbiont,Pocillopora,Shallow,Dhaalu,Maafushi,-17.2,4.8,704.5,0.347,34.7,110.7,0.054,5.4,2.032,2032,7.4
2017,ZM616,Symbiont,Pocillopora,Shallow,Dhaalu,Maafushi,-18.5,4.4,945,0.464,46.4,121.9,0.06,6,2.038,2038,9
2017,ZM621,Symbiont,Galaxea,Shallow,Dhaalu,Maafushi,-17.1,4.8,631.8,0.317,31.7,76.9,0.039,3.9,1.995,1995,9.6
2017,ZM622,Symbiont,Galaxea,Shallow,Dhaalu,Maafushi,-16.7,4.2,391.9,0.196,19.6,52.4,0.026,2.6,1.997,1997,8.7
2017,ZM624,Symbiont,Galaxea,Shallow,Dhaalu,Maafushi,-18.1,3.8,514.6,0.25,25,74.1,0.036,3.6,2.059,2059,8.1
2017,ZM625,Symbiont,Galaxea,Shallow,Dhaalu,Naibukaloabodufushi,-13.6,5.1,383.9,0.187,18.7,43.7,0.021,2.1,2.051,2051,10.2
2017,ZM626,Symbiont,Galaxea,Shallow,Dhaalu,Naibukaloabodufushi,-17.1,5.3,331.7,0.164,16.4,42,0.021,2.1,2.017,2017,9.2
2017,ZM628,Symbiont,Galaxea,Shallow,Dhaalu,Naibukaloabodufushi,-15.6,5.2,177.9,0.084,8.4,27.7,0.013,1.3,2.111,2111,7.5
2017,ZM633,Symbiont,Pocillopora,Shallow,Dhaalu,Naibukaloabodufushi,-17.2,5.2,617.9,0.299,29.9,80.7,0.039,3.9,2.066,2066,8.9
2017,ZM634,Symbiont,Pocillopora,Shallow,Dhaalu,Naibukaloabodufushi,-16.8,5.4,774.3,0.369,36.9,109.7,0.052,5.2,2.098,2098,8.2
2017,ZM637,Symbiont,Pocillopora,Shallow,Dhaalu,Naibukaloabodufushi,-17,5.8,524.2,0.258,25.8,82,0.04,4,2.03,2030,7.5
2017,ZM638,Symbiont,Pachyseris,Shallow,Dhaalu,Naibukaloabodufushi,-16.4,4.8,657.6,0.33,33,67.5,0.034,3.4,1.99,1990,11.4
2017,ZM641,Symbiont,Pachyseris,Shallow,Dhaalu,Naibukaloabodufushi,-15.8,4.8,385.8,0.186,18.6,39.3,0.019,1.9,2.069,2069,11.5
2017,ZM648,Symbiont,Pocillopora,Deep,Dhaalu,Naibukaloabodufushi,-18.9,4.2,640.5,0.312,31.2,85.1,0.042,4.2,2.05,2050,8.8
2017,ZM649,Symbiont,Pocillopora,Deep,Dhaalu,Naibukaloabodufushi,-16,4.7,881.5,0.422,42.2,118.5,0.057,5.7,2.091,2091,8.7
2017,ZM650,Symbiont,Pocillopora,Deep,Dhaalu,Naibukaloabodufushi,-18,4.8,608.6,0.296,29.6,94.2,0.046,4.6,2.059,2059,7.5
2017,ZM654,Symbiont,Pachyseris,Deep,Dhaalu,Naibukaloabodufushi,-14.4,6.4,629.4,0.309,30.9,57.9,0.028,2.8,2.034,2034,12.7
2017,ZM655,Symbiont,Pachyseris,Deep,Dhaalu,Naibukaloabodufushi,-17.7,4.7,359.4,0.167,16.7,40.8,0.019,1.9,2.148,2148,10.3
2017,ZM661,Symbiont,Pachyseris,Deep,Dhaalu,Naibukaloabodufushi,-13.5,5.9,591.3,0.294,29.4,50.6,0.025,2.5,2.008,2008,13.6
2017,ZM664,Symbiont,Galaxea,Deep,Dhaalu,Naibukaloabodufushi,-15.8,5.2,457.5,0.218,21.8,48.3,0.023,2.3,2.095,2095,11.1
